term_id,canonical_arabizi,variants,arabic_lebanese,english_meaning,language_role,sector_hint,issue_hint,asset_type,source,confidence,complaint_use,context_required,negative_constraints,example_contexts,review_status
CFL-00103,khatir,khatir,,,urgency_expression,ELECTRICITY,dangerous_electrical_box,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,box kahraba mfatou7 3al rasif; fi wires baynin bel tableau barra; ghata l box kahraba maf2oud 7ad l madrase,seed
CFL-00104,ma byin7amal,ma byin7amal,,,urgency_expression,ELECTRICITY,dangerous_electrical_box,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,box kahraba mfatou7 3al rasif; fi wires baynin bel tableau barra; ghata l box kahraba maf2oud 7ad l madrase,seed
CFL-00105,CD,CD,,,agency_hint,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00106,EDL,EDL,,,agency_hint,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00107,MUN,MUN,,,agency_hint,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00108,3amoud,3amoud,,,asset,ELECTRICITY,electricity_tree_contact,shajra; wire; 3amoud,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00109,shajra,shajra,,,asset,ELECTRICITY,electricity_tree_contact,shajra; wire; 3amoud,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00110,wire,wire,,,asset,ELECTRICITY,electricity_tree_contact,shajra; wire; 3amoud,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00111,citizen-observed failure,citizen-observed failure,,,cause,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00112,unknown,unknown,,,cause,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00113,3am tlems l cable,3am tlems l cable,,,failure_mode,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00114,mday2a 3al wire,mday2a 3al wire,,,failure_mode,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00115,private-only issue without public asset,private-only issue without public asset,,,forbidden_combination,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00116,unrelated app/file/password context,unrelated app/file/password context,,,forbidden_combination,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00117,private-only issue,private-only issue,,,hard_negative_near_miss,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00118,unrelated app/file/password/order context,unrelated app/file/password/order context,,,hard_negative_near_miss,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00119,tree trimming vs EDL wire safety,tree trimming vs EDL wire safety,,,hitl_trigger,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00120,outage risk,outage risk,,,impact,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00121,sidewalk hazard,sidewalk hazard,,,impact,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00122,sparks,sparks,,,impact,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00123,2oddem l bineye,2oddem l bineye,,,location_pattern,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00124,3al rasif,3al rasif,,,location_pattern,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00125,7ad l madrase,7ad l madrase,,,location_pattern,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00126,GPS,GPS,,,required_evidence,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00127,image,image,,,required_evidence,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00128,time observed,time observed,,,required_evidence,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00129,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00130,overgrown tree,overgrown tree,,,state,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00131,wind,wind,,,state,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00132,kel yom,kel yom,,,time_expression,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00133,men embare7,men embare7,,,time_expression,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00134,men tlet iyem,men tlet iyem,,,time_expression,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00135,3ajil,3ajil,,,urgency_expression,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00136,khatir,khatir,,,urgency_expression,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00137,ma byin7amal,ma byin7amal,,,urgency_expression,ELECTRICITY,electricity_tree_contact,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,shajra 3am tlems wire kahraba; l aghsan 3al cable w fi sparks; badna 7ada y2oss l shajra 2abl ma ysir sa32,seed
CFL-00138,CD,CD,,,agency_hint,ELECTRICITY,exposed_wire,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,7abal kahraba mekshouf 2oddem l bineye; fi silk kahraba nazil 3al rasif; l 7abal 3am yedrob bel bineye ma byin7amal; silk mekshouf 7ad l shebbek; wire 3al ard w fi khatar sa32; wire kahraba 2arib 3al balcon ktir,strong
CFL-00139,EDL,EDL,,,agency_hint,ELECTRICITY,exposed_wire,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,7abal kahraba mekshouf 2oddem l bineye; fi silk kahraba nazil 3al rasif; l 7abal 3am yedrob bel bineye ma byin7amal; silk mekshouf 7ad l shebbek; wire 3al ard w fi khatar sa32; wire kahraba 2arib 3al balcon ktir,strong
CFL-00140,MUN,MUN,,,agency_hint,ELECTRICITY,exposed_wire,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi silk kahraba nazil 3al rasif; 7abal kahraba mekshouf 2oddem l bineye; wire 3al ard w fi khatar sa32,strong
CFL-00141,UNKNOWN,UNKNOWN,,,agency_hint,ELECTRICITY,exposed_wire,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wire kahraba 2arib 3al balcon ktir; silk mekshouf 7ad l shebbek; l 7abal 3am yedrob bel bineye ma byin7amal,seed
CFL-00142,3amoud,3amoud,,,asset,ELECTRICITY,exposed_wire,wire; silk kahraba; cable; 3amoud,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi silk kahraba nazil 3al rasif; 7abal kahraba mekshouf 2oddem l bineye; wire 3al ard w fi khatar sa32,strong
CFL-00143,balcony,balcony,,,asset,ELECTRICITY,exposed_wire,wire; balcony; bineye; cable,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wire kahraba 2arib 3al balcon ktir; silk mekshouf 7ad l shebbek; l 7abal 3am yedrob bel bineye ma byin7amal,seed
CFL-00144,bineye,bineye,,,asset,ELECTRICITY,exposed_wire,wire; balcony; bineye; cable,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wire kahraba 2arib 3al balcon ktir; silk mekshouf 7ad l shebbek; l 7abal 3am yedrob bel bineye ma byin7amal,seed
CFL-00145,cable,cable,,,asset,ELECTRICITY,exposed_wire,wire; silk kahraba; cable; 3amoud,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,7abal kahraba mekshouf 2oddem l bineye; fi silk kahraba nazil 3al rasif; l 7abal 3am yedrob bel bineye ma byin7amal; silk mekshouf 7ad l shebbek; wire 3al ard w fi khatar sa32; wire kahraba 2arib 3al balcon ktir,strong
CFL-00146,silk kahraba,silk kahraba,,,asset,ELECTRICITY,exposed_wire,wire; silk kahraba; cable; 3amoud,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi silk kahraba nazil 3al rasif; 7abal kahraba mekshouf 2oddem l bineye; wire 3al ard w fi khatar sa32,strong
CFL-00147,wire,wire,,,asset,ELECTRICITY,exposed_wire,wire; silk kahraba; cable; 3amoud,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,7abal kahraba mekshouf 2oddem l bineye; fi silk kahraba nazil 3al rasif; l 7abal 3am yedrob bel bineye ma byin7amal; silk mekshouf 7ad l shebbek; wire 3al ard w fi khatar sa32; wire kahraba 2arib 3al balcon ktir,strong
CFL-00148,citizen-observed failure,citizen-observed failure,,,cause,ELECTRICITY,exposed_wire,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,7abal kahraba mekshouf 2oddem l bineye; fi silk kahraba nazil 3al rasif; l 7abal 3am yedrob bel bineye ma byin7amal; silk mekshouf 7ad l shebbek; wire 3al ard w fi khatar sa32; wire kahraba 2arib 3al balcon ktir,strong
