normalised_token,top_raw_forms,freq,distinct_tweets,civic_co_occ,civic_ratio,az_ctx_count,az_ctx_ratio,score,has_arabizi_digit,guardrailed,sample_tweet
mo2vj47jlg,mo2vj47jlg(121),121,121,1,0.008,121,1.000,183.5,1,0,@stylemebymayo free ADVERTISING https://t.co/Mo2vJ47JLg https://t.co/WhMFzrEDcj
team,team(108),108,101,25,0.248,41,0.406,183.4,0,0,@avnawards Male Performer of the Year 2016 @MickBluexxx and @SteveHolmesPorn will team up soon @tush
hahahaha,hahahaha(121),121,119,20,0.168,42,0.353,183.0,0,0,@WardaHalabi @nour_nour1u hahahaha 5ls hl2 bt8ar aktar ??
friends,friends(126),126,124,15,0.121,52,0.419,182.9,0,0,Good night my lovely friends
hope,hope(124),124,121,19,0.157,38,0.314,182.4,0,0,Glimmer of hope as Syria war enters sixth year: Syria's war enters its sixth year next week with a g
ali,ali(125),125,115,17,0.148,36,0.313,181.5,0,0,@ENG_ALI_95 المطلوب مني ايش الان يومياً طالعلي مدافع عن هذا ، الصعلوك هذا انطاني ان فولو لسبب طائفي
very,very(120),120,115,18,0.157,44,0.383,180.5,0,0,@Jnoubi3 very disgusting and abusing women
find,find(134),134,134,10,0.075,51,0.381,179.5,0,0,Hold on to every genuine person you find. This generation has people driven by ego money &amp; statu
sun,sun(75),75,75,38,0.507,55,0.733,178.5,0,0,No sun drawn in a child's painting should ever have a frowny face ? https://t.co/aZLhhjJgjS
next,next(110),110,107,24,0.224,32,0.299,175.8,0,0,Glimmer of hope as Syria war enters sixth year: Syria's war enters its sixth year next week with a g
dont,dont(122),122,118,17,0.144,36,0.305,175.8,0,0,Dont expect in the away game to see a superb performance just another game with boring hopeless and 
come,come(126),126,124,17,0.137,30,0.242,175.8,0,0,@abdlsater come on as if you have better things to do
fuck,fuck(129),129,119,13,0.109,34,0.286,175.6,0,0,8:00 PM: drunk as fuck
thanks,thanks(120),120,118,13,0.110,49,0.415,171.4,0,0,18 years @B018Beirut in this spot &amp; still going@8am thanks for keeping it alive @3LIASofficial #
bar,bar(79),79,64,25,0.391,47,0.734,169.7,0,0,.... studio.caramel delivers @tastykitchens bar cart.. ? ... #cocktailsanyone… https://t.co/zoTuQx38
march,march(73)|march16(2),75,73,30,0.411,63,0.863,169.0,0,0,@BebeRexha Are we getting the music video too on March 16th?
tsouhinala,tsouhinala(124),124,124,14,0.113,34,0.274,169.0,0,0,Masaya po lovelife nila haha napanood nyo po ung TWBA n kimmy ???  #TSOUHinala https://t.co/VYJUTVsL
aimeesayah,aimeesayah(121),121,118,13,0.110,41,0.347,168.7,0,0,@AimeeSayah ????
play,play(123),123,121,9,0.074,54,0.446,168.7,0,0,Matchup between Diamantidis &amp; Kinsey in Red Star Belgrade BC v PAO is like watching Adam Sandler
were,were(107),107,99,20,0.202,31,0.313,167.0,0,0,But never were the truer words in all my days I've ever heard
twit,twit(116),116,77,0,0.000,65,0.844,165.0,0,0,FOLLow #Manis ?  https://t.co/hWuykDb9HT   Twit: @AnisBourahla1  https://t.co/U9IqGi6FKd   Twit: @Ma
try,try(117),117,116,11,0.095,50,0.431,164.4,0,0,That's what happens when i try to have a conversation in arabic https://t.co/95SNdSEW9H
dear,dear(124),124,124,14,0.113,24,0.194,164.0,0,0,"ruba.elamine : ""With my music influencer Mo my big bro! ? with our dear friend Lady D.! ?"" https://t"
wait,wait(114),114,113,15,0.133,35,0.310,161.9,0,0,@zhalaaeddine @AnselElgort WAIT WHAT? WHERE HOW
home,home(96),96,87,19,0.218,42,0.483,161.1,0,0,When you're home alone w ktir sakran w hek w twitter w kelon mabsoutin
kiral,kiral(104),104,100,15,0.150,49,0.490,160.7,0,0,#gülü?ünyeter #kiral?ka?k @baris_arduc https://t.co/dR0De9UNrG
someone,someone(112),112,111,16,0.144,31,0.279,159.9,0,0,It's stupid how we forgive someone just because we don't want to lose them even when they don't dese
photography,photography(56),56,56,39,0.696,50,0.893,159.0,0,0,Good morning #Damascus! Sun will rise in 30 minutes (local time 05:48) #Sunrise #Photo #Photography 
weather,weather(89),89,89,17,0.191,71,0.798,158.5,0,0,current weather in Damascus: fair 3°C 70% humidity wind 8km/h visibility 10km pressure 1015mb steady
give,give(110),110,106,16,0.151,29,0.274,158.3,0,0,Give me ur contact po and palagi po kitang itetext ng goodnight hehehe https://t.co/hzqknVq5Hl
feel,feel(108)|feeeeel(1)|feeeeeel(1),110,107,17,0.159,24,0.224,157.3,0,0,@ArianaGrande somethin bout you makes me feel like a dangerous woman #DangerousWoman ?????
ken,ken(69),69,63,30,0.476,39,0.619,156.1,0,0,Ken Dulin Rocks Hmm 50 years https://t.co/yYgyi97ScP
purposetourtomiddleeast,purposetourtomiddleeast(149),149,149,2,0.013,6,0.040,156.0,0,0,RT and spread it ??#PurposeTourToMiddleEast #BeliebersHelpBeliebers https://t.co/9TdoYdvPLL
music,music(103),103,98,12,0.122,51,0.520,155.0,0,0,@BebeRexha Are we getting the music video too on March 16th?
nothing,nothing(103),103,98,17,0.173,29,0.296,154.0,0,0,@elissakh hello princess ?? Nothing to do ?watching tv at home ?
again,again(105),105,100,15,0.150,33,0.330,153.8,0,0,I wanna be 4 again
posted,posted(96),96,96,13,0.135,61,0.635,152.5,0,0,@MSakiOdyssey will keep u posted
najwa,najwa(66),66,49,22,0.449,40,0.816,152.2,0,0,تابعو نجوى كرم على {snapchat {najwa.karam انا عندي حساب علىsnapchat {shahadalrahmani https://t.co/o5
sara,sara(82),82,74,14,0.189,70,0.946,151.8,0,0,"يا رب لست أعلم ما هو أكبر ذنب لدي لكن أعلم و كلي إيمان أن رحمتك سبقت غضبك ومغفرتك سبقت عذابك,None,No"
special,special(89),89,85,18,0.212,48,0.565,151.8,0,0,We miss you so much! #12Mart is a very special day.???? #elmer  #EnginAkyuerek #tubabüyüküstün #elif
end,end(99),99,97,16,0.165,37,0.381,150.5,0,0,You never know where you'll be at the end of the day ?... https://t.co/fP9gTaC5b0
sure,sure(88),88,87,24,0.276,27,0.310,150.2,0,0,Didn't get to the finals but this sure was a great experience! A big thank you to each and… https://
help,help(112),112,111,12,0.108,25,0.225,148.8,0,0,When Maria and Dana stop studying Econ so they can help me do my hair for going out ?????????
before,before(93),93,91,19,0.209,32,0.352,148.2,0,0,Just letting you know that @AlBatrick has never been on public transport alone before.  Proof: https
scooterbraun,scooterbraun(114),114,114,7,0.061,38,0.333,147.0,0,0,@justinbieber @scooterbraun @Hazelgr45457305 #BestFanArmy  #purposetourtolebanon
true,true(106),106,104,10,0.096,38,0.365,145.8,0,0,100% true https://t.co/pgHAnvzRP6
soon,soon(94)|soooon(2),96,92,12,0.130,47,0.511,145.6,0,0,@avnawards Male Performer of the Year 2016 @MickBluexxx and @SteveHolmesPorn will team up soon @tush
fans,fans(87)|fans1(1),88,85,18,0.212,39,0.459,145.5,0,0,@jasonderulo i dont understand why you unfollowed many IG fans and ur ignoring us jay we miss u
mzzhtf9qcq,mzzhtf9qcq(97),97,97,0,0.000,97,1.000,145.5,1,0,https://t.co/MzzHtf9qCQ? Follow insta  @RaphaelJabbour1 ?Follow twitter  #RaphaelJabbour ?? بحبك بكل
wanna,wanna(118),118,109,8,0.073,18,0.165,145.1,0,0,i wanna listen to music but i have a headache sad
map,map(112),112,112,0,0.000,66,0.589,145.0,0,0,Can you find Bdama on the map? Just try it at https://t.co/uTNrqO5eL6 #Bdama
goals,goals(68),68,67,27,0.403,42,0.627,144.1,0,0,Manchester united used to be well known as the best in scoring late goals the old MU used to fight a
thing,thing(88),88,88,22,0.250,23,0.261,143.5,0,0,it's  4:00am and your the only thing on my mind...
ente,ente(52),52,51,38,0.745,27,0.529,143.3,0,0,@WardaHalabi @AdhamNabulsi hahahah ente lyom nse7te 10 kilos ? msh na2sik b3d ??
these,these(89),89,89,18,0.202,36,0.404,143.0,0,0,Try out these #iPhone6s photo tips and take your stills from rookie to pro. AbsoluteCell® [DM us NOW
local,local(44),44,44,39,0.886,42,0.955,143.0,0,0,Good morning #Damascus! Sun will rise in 30 minutes (local time 05:48) #Sunrise #Photo #Photography 
set,set(62),62,62,29,0.468,45,0.726,142.5,0,0,@BebeRexha Any pics of you and Nic on set?
gonna,gonna(97),97,95,17,0.179,21,0.221,142.4,0,0,I'm gonna miss people pronouncing my name right :/
said,said(91),91,90,19,0.211,25,0.278,142.1,0,0,@Yngkngmike @PollCrave they asked about #1 albums and I said the one who has 2 #1's I meant as album
being,being(109),109,107,10,0.093,25,0.234,142.1,0,0,"When being ""athiest"" is just a trend that you follow https://t.co/QfLSwAOXn0"
law,law(94),94,90,18,0.200,20,0.222,142.0,0,0,@MhmdLfcAbdallah @LamaRahhal @NadzOuta lah lamma DDG yabde3 hayda wejbo law 6 3ardat Bi match bi oul
alfredoflores,alfredoflores(110),110,109,7,0.064,35,0.321,141.8,0,0,please @justinbieber @scooterbraun @AlfredoFlores @justinbieber @AlfredoFlores  #purposetourtolebano
visibility,visibility(69),69,69,19,0.275,69,1.000,141.5,0,0,temperature down 15°C -&gt; 14°C wind 8km/h -&gt; 10km/h visibility 10km -&gt; 8km
sorry,sorry(87),87,85,19,0.224,30,0.353,141.2,0,0,take notes @ crush sorry i'm annoying :) https://t.co/5dbKnWh047
samygemayel,samygemayel(86),86,85,21,0.247,24,0.282,140.6,0,0,@AkikiJoyce @samygemayel انت اذكى من هيك  يا جويس  ،مستحيل اوثق بخدا من هيدي الطبقة ،مجرد   توزيع اد
week,week(93),93,89,14,0.157,35,0.393,140.5,0,0,Glimmer of hope as Syria war enters sixth year: Syria's war enters its sixth year next week with a g
show,show(85),85,82,18,0.220,35,0.427,140.5,0,0,? Zeina LIVE! ? #hijabsex  ? Private Show ? https://t.co/p37zSu2yD7 ?  (Photo: @munamuslim) #ckxgirl
long,long(85),85,81,19,0.235,29,0.358,140.1,0,0,@AliHussein2 @SKhazem المقاومة ليست بالسلاح ولا بالقوة ولا بحعل الناس اهل ذمة المقاومة عبر المساواة 
partly,partly(56),56,56,28,0.500,56,1.000,140.0,0,0,5:46am: sunrise sunset will be at 5:38pm today's forecast: fair 23/12°C tomorrow: partly cloudy 24/1
subscrib,subscrib(97),97,97,0,0.000,86,0.887,140.0,0,0,Follow ?https://t.co/HfQfMGS2jp … …   ? @RaphaelJabbour1  Subscrib?  https://t.co/VAnuj7bSyx    #Rap
mga,mga(85),85,77,15,0.195,39,0.506,139.6,0,0,Mga 1 milenyo walang MOVE ON TO UYHH #ALDUBPaandarNiDudang  https://t.co/jDuG40hVJo
queen,queen(107)|queeeeeeeeeeeeeeeeeeeeeen(1),108,105,8,0.076,29,0.276,139.4,0,0,were gojng back to sharmouta queen rani days also why i have a certain urge to shove a turkey wing i
nice,nice(109),109,105,8,0.076,26,0.248,139.1,0,0,@LynnReySpears no its a really nice song @arianagrande vocals on it are perfection
yasminebal,yasminebal(75),75,75,25,0.333,28,0.373,139.0,0,0,@Roudy_Hanna @yasminebal @Ritabllt @GhPascal ???????????
tell,tell(91),91,89,17,0.191,24,0.270,138.0,0,0,Wanted to tell my best friend something but then i remembered we don't talk anymore?
song,song(90),90,89,15,0.169,35,0.393,138.0,0,0,@LynnReySpears no its a really nice song @arianagrande vocals on it are perfection
friend,friend(84),84,83,19,0.229,30,0.361,137.6,0,0,Wanted to tell my best friend something but then i remembered we don't talk anymore?
art,art(88),88,81,10,0.123,50,0.617,136.9,0,0,@BebeRexha Cover Art Picture!!!
kel,kel(41),41,39,37,0.949,33,0.846,136.1,0,0,@JoudUsta tab eza aletlak enu mle2yitkon ktir 2rab w btehkila kel shi w blabla would you?
wish,wish(103),103,96,8,0.083,29,0.302,135.7,0,0,@manuelferrara Wish I was there :)
says,says(89),89,86,15,0.174,30,0.349,135.6,0,0,Costanian Says Crisis Won't Be Over Even if Trash Removed from Streets https://t.co/Ot9bv51E1M #Leba
call,call(81),81,76,16,0.211,38,0.500,135.4,0,0,I'm not yet a father but you can call me daddy.
current,current(72),72,72,16,0.222,62,0.861,135.0,0,0,FC Barcelona's GOALS+ASSISTS against Getafe (Current squad) #fcblive https://t.co/SG1jXL8r5w
media,media(91),91,89,15,0.169,25,0.281,134.5,0,0,What's with the Lebanese media and their silly topics/headlines?
10km,10km(60),60,54,20,0.370,54,1.000,134.4,0,0,temperature down 15°C -&gt; 14°C wind 8km/h -&gt; 10km/h visibility 10km -&gt; 8km
going,going(91),91,90,16,0.178,18,0.200,132.5,0,0,@elissakh going with my lover to faraya :P w layleeeeeeeeeeeeeeeeee
part,part(64)|part1(1),65,64,26,0.406,27,0.422,131.5,0,0,The art of having a big face (part 2) @ عين المريسة https://t.co/aax0V0kPzr
fucking,fucking(92),92,85,12,0.141,24,0.282,131.0,0,0,@AyaBouAlia fucking shit
everything,everything(96),96,93,11,0.118,23,0.247,130.6,0,0,"abirfakhereddine_ : ""EVERYTHING HAS CHANGED~"" https://t.co/8C3gqbw0Az #beirut"
uneballout,uneballout(77),77,77,22,0.286,19,0.247,130.5,0,0,@uneballout bcz darrajouwa now
pour,pour(48),48,46,37,0.804,10,0.217,130.4,0,0,Mes mots pour elle sont SON valeur @AyaBouAlia
cute,cute(89),89,83,11,0.133,33,0.398,130.3,0,0,Ang cute especially Baby Aimi look @SuperHousemate @vanzmercado @EsguerraTommy miss nyo sila noh MIH
everyone,everyone(84),84,80,16,0.200,23,0.287,129.7,0,0,I love twitter. Everyone here is lovelyyyyyyyyyyuuwu
other,other(84),84,81,17,0.210,20,0.247,129.6,0,0,@MissBrittany_93 show me with the other picture what if it looks better with that
made,made(83),83,81,15,0.185,28,0.346,128.1,0,0,I like God-made not Man-made. Nothing beats nature. #Malaysia #malaysiatrulyasia #travelblogger http
story,story(68),68,66,21,0.318,32,0.485,127.8,0,0,My scars tell a story. They are a reminder of times when life tried to break me but failed.… https:/
women,women(75),75,71,14,0.197,44,0.620,127.8,0,0,@Jnoubi3 very disgusting and abusing women
actor,actor(65),65,63,16,0.254,57,0.905,127.4,0,0,happy 34 years old a good actor Samm Levine https://t.co/JeTXrOCEqg
country,country(75),75,63,14,0.222,31,0.492,126.8,0,0,@ddlovato trump is good for a comedy show not to rule a country
ako,ako(89),89,79,12,0.152,19,0.241,126.7,0,0,????? bakit ganun ang galing niyo LABS @XianLimm @prinsesachinita wla ako masabi huhuhu #TSOUAmerika
lbci,lbci(78),78,76,14,0.184,38,0.500,126.2,0,0,معلومات للـLBCI : شعبة المعلومات أوقفت شخصين من التابعية السورية اعترفا بقتل الكويتيين في #عاريا
forecast,forecast(36),36,36,36,1.000,36,1.000,126.0,0,0,5:46am: sunrise sunset will be at 5:38pm today's forecast: fair 23/12°C tomorrow: partly cloudy 24/1
ung,ung(77),77,69,16,0.232,23,0.333,125.5,0,0,@bababexie @XianLimm sa bagay yata yan nila Xi ung pool e familiar
worldwide,worldwide(88),88,88,6,0.068,51,0.580,125.5,0,0,#LaithAbuJoda #Arabworld #Worldwide ليث أبو جودة يطرح كليب “سطور محترقة” قريباً!  https://t.co/9dqY1
could,could(90),90,88,11,0.125,23,0.261,124.3,0,0,She never could get drunk enough to get him off her mind.
chou,chou(47),47,46,30,0.652,31,0.674,124.1,0,0,Porsche boxter chou toli3 ma3koun? https://t.co/S1QIC2jfYF
advertising,advertising(80),80,80,3,0.037,76,0.950,124.0,0,0,@stylemebymayo free ADVERTISING https://t.co/Mo2vJ47JLg https://t.co/WhMFzrEDcj
won,won(85),85,83,12,0.145,28,0.337,123.9,0,0,A shot with the trophy won by the AUB rugby team against LAU ..  #AUB #LAU #RUGBY @ American… https:
wow,wow(83),83,74,10,0.135,32,0.432,123.4,0,0,Wow thank you sir Dom s support https://t.co/27qBrQddnA
playing,playing(84),84,81,10,0.123,35,0.432,122.9,0,0,Fairuz playing in the background on this beautiful sunny day... It's time for a tea with fresh… http
stay,stay(80),80,77,13,0.169,30,0.390,122.6,0,0,why do i have to go to school? why can't i stay in bed and read all day?
sunrise,sunrise(35),35,35,35,1.000,35,1.000,122.5,0,0,5:46am: sunrise sunset will be at 5:38pm today's forecast: fair 23/12°C tomorrow: partly cloudy 24/1
job,job(57),57,56,25,0.446,28,0.500,122.1,0,0,Snobby people are those who say that every one can do the job they are not currently doing.
sleep,sleep(82)|sleeeeeeeeeep(1),83,82,14,0.171,21,0.256,122.0,0,0,I'm sleepy but I don't want to sleep because I don't want to wake up at 6AM on a weekend smh
hours,hours(49),49,47,27,0.574,32,0.681,122.0,0,0,I spent like 3 hours for a BRIME SUPPLY DROP and i get this.. https://t.co/7tc7oQipMC
facebook,facebook(71),71,67,15,0.224,35,0.522,121.3,0,0,"For detailed information ""Like"" https://t.co/vFarSCTqqX Our official facebook… https://t.co/ePKVSOrm"
hanna,hanna(72),72,71,20,0.282,17,0.239,121.2,0,0,"يا رب لست أعلم ما هو أكبر ذنب لدي لكن أعلم و كلي إيمان أن رحمتك سبقت غضبك ومغفرتك سبقت عذابك,None,No"
cause,cause(85),85,85,14,0.165,16,0.188,121.0,0,0,Cry like you're dying cause you are
lovetwitter,lovetwitter(85),85,85,10,0.118,32,0.376,121.0,0,0,#InternationalDayOfHappiness #lovetwitter  #Happymothersday  It's a special Day ???  Good Morning Al
messi,messi(70),70,66,18,0.273,24,0.364,120.9,0,0,How much did #Gilette pay Lionel Messi to punch him sideways with grass? #lionelmessi #ads
anisbourahla,anisbourahla1(71)|anisbourahla(16),87,76,3,0.039,47,0.618,120.8,0,0,FOLLow #Manis ?  https://t.co/hWuykDb9HT   Twit: @AnisBourahla1  https://t.co/U9IqGi6FKd   Twit: @Ma
singer,singer(91),91,91,0,0.000,59,0.648,120.5,0,0,Start the week by #following the most amazing singer in the GALAXY! @BecharaGhady ? https://t.co/7pJ
bayern,bayern(85),85,72,11,0.153,16,0.222,120.4,0,0,@Chase_Ryan @Xaviesque When Pep's rumours started Bayern were still underperforming. Thus the change
sunday,sunday(81),81,79,8,0.101,44,0.557,120.0,0,0,@BenDinnery hi Ben will dier play on sunday ??
nrjlebanon,nrjlebanon(94),94,94,5,0.053,32,0.340,120.0,0,0,@NRJLebanon Bring him to Lebanon this summer. Thank you.
didn,didn(82),82,82,12,0.146,27,0.329,119.5,0,0,@ohmygouldness didn't find anything that makes you guys look alike. Literally.
allisonkaye,allisonkaye(88),88,88,7,0.080,35,0.398,119.5,0,0,@PurpleBaes @scooterbraun @justinbieber @AlfredoFlores @AllisonKaye @scrappy @john ana kamen 3ashen 
eza,eza(38),38,38,33,0.868,30,0.789,119.0,0,0,@JoudUsta tab eza aletlak enu mle2yitkon ktir 2rab w btehkila kel shi w blabla would you?
hair,hair(79),79,77,13,0.169,26,0.338,119.0,0,0,#lauranceissam #hairsalon #hairstyle #hairdresser #hair #makeup #blondhair #lebanon #beirut… https:/
bahrain,bahrain(73),73,73,10,0.137,52,0.712,119.0,0,0,صنقور: مطالب الشعب البحرينيّ وطنيّة وليست مذهبيّة #منامة_بوست https://t.co/bh28ucU4Jc  #البحرين #Bah
fair,fair(45),45,45,27,0.600,39,0.867,118.5,0,0,fair -&gt; clear temperature down 18°C -&gt; 15°C humidity up 52% -&gt; 63% wind 13km/h -&gt; 8km/h 
start,start(68),68,67,16,0.239,32,0.478,116.7,0,0,Never too late to start working on ma summer body ? #addictedtothatspinachdip @ Roadster Diner … htt
chedid,chedid(94),94,93,8,0.086,13,0.140,116.7,0,0,#EMAs_MabelleChedid  I nominate Mabelle Chedid @MabelleChedid11  @EMAs_Official
those,those(79),79,77,12,0.156,25,0.325,116.4,0,0,My scars tell a story. They are a reminder of times when life tried to break me but failed.… https:/
