id,arabizi_variant,normalized_arabizi,arabic_lebanese,english_meaning,category,part_of_speech,form_type,notes,confidence
332,ma brooh,ma brooh,ما بروح,I don't go,daily_phrases,phrase,negation,negative verb,high
333,ma broo7,ma brooh,ما بروح,I don't go,daily_phrases,phrase,negation,negative verb,high
334,ma bru7,ma brooh,ما بروح,I don't go,daily_phrases,phrase,negation,negative verb,high
335,ma bro7,ma brooh,ما بروح,I don't go,daily_phrases,phrase,negation,negative verb,high
336,ma aam brooh,ma aam brooh,ما عم بروح,I'm not going,daily_phrases,phrase,negation,present progressive negative,high
337,ma 3am brooh,ma aam brooh,ما عم بروح,I'm not going,daily_phrases,phrase,negation,present progressive negative,high
338,ma 3am broo7,ma aam brooh,ما عم بروح,I'm not going,daily_phrases,phrase,negation,present progressive negative,high
339,ma aam bru7,ma aam brooh,ما عم بروح,I'm not going,daily_phrases,phrase,negation,present progressive negative,high
340,ta3a,ta3a,تعا,come,verbs,verb,base_word,masculine/general imperative,high
341,ta3a la hon,ta3a la hon,تعا لهون,come here,verbs,phrase,phrase,masculine/general command,high
342,ta3,ta3a,تعا,come,verbs,verb,base_word,masculine/general imperative,high
343,ta3a 3a hon,ta3a 3a hon,تعا ع هون,come here,verbs,phrase,phrase,masculine/general command,high
344,ta3a hon,ta3a hon,تعا هون,come here,verbs,phrase,phrase,masculine/general command,high
345,ta3e,ta3e,تعي,come,verbs,verb,base_word,feminine imperative,high
346,ta3i,ta3e,تعي,come,verbs,verb,base_word,feminine imperative,high
347,ta3e la hon,ta3e la hon,تعي لهون,come here,verbs,phrase,phrase,feminine command,high
348,ta3i la hon,ta3e la hon,تعي لهون,come here,verbs,phrase,phrase,feminine command,high
349,ta3i hon,ta3e hon,تعي هون,come here,verbs,phrase,phrase,feminine command,high
350,jeeb,jeeb,جيب,bring,verbs,verb,base_word,imperative/base concept,high
351,jib,jeeb,جيب,bring,verbs,verb,base_word,imperative/base concept,high
352,jiib,jeeb,جيب,bring,verbs,verb,base_word,imperative/base concept,high
353,jieb,jeeb,جيب,bring,verbs,verb,base_word,imperative/base concept,high
354,jeb,jeeb,جيب,bring,verbs,verb,base_word,imperative/base concept,high
355,bjeeb,bjeeb,بجيب,I bring,verbs,verb,conjugated_form,first person present,high
356,bjib,bjeeb,بجيب,I bring,verbs,verb,conjugated_form,first person present,high
357,bjiib,bjeeb,بجيب,I bring,verbs,verb,conjugated_form,first person present,high
358,bjieb,bjeeb,بجيب,I bring,verbs,verb,conjugated_form,first person present,high
359,jebet,jebet,جبت,I brought,verbs,verb,conjugated_form,past tense first person,high
360,jibet,jebet,جبت,I brought,verbs,verb,conjugated_form,past tense first person,high
361,jbt,jebet,جبت,I brought,verbs,verb,conjugated_form,past tense first person,high
362,jibta,jibta,جبتها,I brought it/her,verbs,verb,conjugated_form,object suffix form,high
363,baakel,baakel,باكل,I eat,food,verb,conjugated_form,first person present,high
364,bakel,baakel,باكل,I eat,food,verb,conjugated_form,first person present,high
365,ba2kol,baakel,باكل,I eat,food,verb,conjugated_form,first person present,high
366,ba2kel,baakel,باكل,I eat,food,verb,conjugated_form,first person present,high
367,b2kol,baakel,باكل,I eat,food,verb,conjugated_form,first person present,high
368,akel,akel,أكل,food / eating,food,noun,base_word,noun or verbal noun by context,high
369,akl,akel,أكل,food / eating,food,noun,base_word,noun or verbal noun by context,high
370,2akel,akel,أكل,food / eating,food,noun,base_word,noun or verbal noun by context,high
371,2akl,akel,أكل,food / eating,food,noun,base_word,noun or verbal noun by context,high
372,akle,akel,أكل,food / eating,food,noun,base_word,noun or verbal noun by context,high
373,beshrab,beshrab,بشرب,I drink,food,verb,conjugated_form,first person present,high
374,bshrab,beshrab,بشرب,I drink,food,verb,conjugated_form,first person present,high
375,bichrab,beshrab,بشرب,I drink,food,verb,conjugated_form,first person present,high
376,beshraab,beshrab,بشرب,I drink,food,verb,conjugated_form,first person present,high
377,bshrob,beshrab,بشرب,I drink,food,verb,conjugated_form,first person present,high
378,may,may,مي,water,food,noun,base_word,Lebanese word for water,high
379,mayy,may,مي,water,food,noun,base_word,Lebanese word for water,high
380,maye,may,مي,water,food,noun,base_word,Lebanese word for water,high
381,mayei,may,مي,water,food,noun,base_word,Lebanese word for water,high
382,mai,may,مي,water,food,noun,base_word,Lebanese word for water,high
383,qahwe,qahwe,قهوة,coffee,food,noun,base_word,q often typed q/2/ahwe depending user,high
384,2ahwe,qahwe,قهوة,coffee,food,noun,base_word,q often typed q/2/ahwe depending user,high
385,ahwe,qahwe,قهوة,coffee,food,noun,base_word,q often typed q/2/ahwe depending user,high
386,kahwe,qahwe,قهوة,coffee,food,noun,base_word,q often typed q/2/ahwe depending user,high
387,kahweh,qahwe,قهوة,coffee,food,noun,base_word,q often typed q/2/ahwe depending user,high
388,2ahweh,qahwe,قهوة,coffee,food,noun,base_word,q often typed q/2/ahwe depending user,high
389,shay,shay,شاي,tea,food,noun,base_word,common drink,high
390,shai,shay,شاي,tea,food,noun,base_word,common drink,high
391,chey,shay,شاي,tea,food,noun,base_word,common drink,high
392,chai,shay,شاي,tea,food,noun,base_word,common drink,high
393,chay,shay,شاي,tea,food,noun,base_word,common drink,high
394,benam,benam,بنام,I sleep,verbs,verb,conjugated_form,first person present,high
395,bnem,benam,بنام,I sleep,verbs,verb,conjugated_form,first person present,high
396,bnam,benam,بنام,I sleep,verbs,verb,conjugated_form,first person present,high
397,bnaam,benam,بنام,I sleep,verbs,verb,conjugated_form,first person present,high
398,nem,nem,نام,sleep,verbs,verb,base_word,imperative/base concept,high
399,naam,nem,نام,sleep,verbs,verb,base_word,imperative/base concept,high
400,nam,nem,نام,sleep,verbs,verb,base_word,imperative/base concept,high
401,neem,nem,نام,sleep,verbs,verb,base_word,imperative/base concept,high
402,neme,nem,نام,sleep,verbs,verb,base_word,imperative/base concept,high
403,be7ke,be7ke,بحكي,I talk / I speak,verbs,verb,conjugated_form,first person present,high
404,behke,be7ke,بحكي,I talk / I speak,verbs,verb,conjugated_form,first person present,high
405,b7ke,be7ke,بحكي,I talk / I speak,verbs,verb,conjugated_form,first person present,high
406,be7ki,be7ke,بحكي,I talk / I speak,verbs,verb,conjugated_form,first person present,high
407,b7ki,be7ke,بحكي,I talk / I speak,verbs,verb,conjugated_form,first person present,high
408,7ake,7ake,حكي,talk / speech,daily_phrases,noun,base_word,common noun,high
409,hake,7ake,حكي,talk / speech,daily_phrases,noun,base_word,common noun,high
410,7aki,7ake,حكي,talk / speech,daily_phrases,noun,base_word,common noun,high
411,haki,7ake,حكي,talk / speech,daily_phrases,noun,base_word,common noun,high
412,7akee,7ake,حكي,talk / speech,daily_phrases,noun,base_word,common noun,high
413,bshoof,bshoof,بشوف,I see,verbs,verb,conjugated_form,first person present,high
414,bshouf,bshoof,بشوف,I see,verbs,verb,conjugated_form,first person present,high
415,bchouf,bshoof,بشوف,I see,verbs,verb,conjugated_form,first person present,high
416,bshuf,bshoof,بشوف,I see,verbs,verb,conjugated_form,first person present,high
417,bshof,bshoof,بشوف,I see,verbs,verb,conjugated_form,first person present,high
418,shuft,shuft,شفت,I saw / did you see?,verbs,verb,conjugated_form,past or question by context,high
419,sheft,shuft,شفت,I saw / did you see?,verbs,verb,conjugated_form,past or question by context,high
420,chouft,shuft,شفت,I saw / did you see?,verbs,verb,conjugated_form,past or question by context,high
421,chft,shuft,شفت,I saw / did you see?,verbs,verb,conjugated_form,past or question by context,high
422,shft,shuft,شفت,I saw / did you see?,verbs,verb,conjugated_form,past or question by context,high
423,bsawe,bsawe,بساوي,I do / I make,verbs,verb,conjugated_form,Lebanese do/make,high
424,bsawi,bsawe,بساوي,I do / I make,verbs,verb,conjugated_form,Lebanese do/make,high
425,bsaweh,bsawe,بساوي,I do / I make,verbs,verb,conjugated_form,Lebanese do/make,high
426,bsawy,bsawe,بساوي,I do / I make,verbs,verb,conjugated_form,Lebanese do/make,high
427,3am bsawe,3am bsawe,عم بساوي,I'm doing,verbs,phrase,conjugated_form,present progressive,high
428,aam bsawe,3am bsawe,عم بساوي,I'm doing,verbs,phrase,conjugated_form,present progressive,high
429,3am bsawi,3am bsawe,عم بساوي,I'm doing,verbs,phrase,conjugated_form,present progressive,high
430,am bsawe,3am bsawe,عم بساوي,I'm doing,verbs,phrase,conjugated_form,present progressive,high
431,3m bsawe,3am bsawe,عم بساوي,I'm doing,verbs,phrase,conjugated_form,present progressive,high
432,ma 3am bsawe shi,ma aam bsawe shi,ما عم بساوي شي,I'm not doing anything,daily_phrases,phrase,negation,natural casual phrase,high
433,ma aam bsawe shi,ma aam bsawe shi,ما عم بساوي شي,I'm not doing anything,daily_phrases,phrase,negation,natural casual phrase,high
434,ma 3am bsawi shi,ma aam bsawe shi,ما عم بساوي شي,I'm not doing anything,daily_phrases,phrase,negation,natural casual phrase,high
435,ma 3m bsawe shi,ma aam bsawe shi,ما عم بساوي شي,I'm not doing anything,daily_phrases,phrase,negation,natural casual phrase,high
436,bshteghil,bshteghil,بشتغل,I work,work,verb,conjugated_form,first person present,high
437,beshtghil,bshteghil,بشتغل,I work,work,verb,conjugated_form,first person present,high
438,bshtghil,bshteghil,بشتغل,I work,work,verb,conjugated_form,first person present,high
439,bshte8il,bshteghil,بشتغل,I work,work,verb,conjugated_form,first person present,high
440,shoghol,shoghol,شغل,work,work,noun,base_word,common noun,high
441,shoghl,shoghol,شغل,work,work,noun,base_word,common noun,high
442,sheghel,shoghol,شغل,work,work,noun,base_word,common noun,high
443,shoghel,shoghol,شغل,work,work,noun,base_word,common noun,high
444,sh8l,shoghol,شغل,work,work,noun,base_word,common noun,high
445,dars,dars,درس,lesson / study session,university,noun,base_word,school/study word,high
446,ders,dars,درس,lesson / study session,university,noun,base_word,school/study word,high
447,daras,dars,درس,lesson / study session,university,noun,base_word,school/study word,high
448,drs,dars,درس,lesson / study session,university,noun,base_word,school/study word,high
449,darse,dars,درس,lesson / study session,university,noun,base_word,school/study word,high
450,bedros,bedros,بدرس,I study,university,verb,conjugated_form,first person present,high
451,bdros,bedros,بدرس,I study,university,verb,conjugated_form,first person present,high
452,bedrus,bedros,بدرس,I study,university,verb,conjugated_form,first person present,high
453,bdrus,bedros,بدرس,I study,university,verb,conjugated_form,first person present,high
454,jeme3a,jeme3a,جامعة,university,university,noun,base_word,Lebanese university word,high
455,jem3a,jeme3a,جامعة,university,university,noun,base_word,Lebanese university word,high
456,jami3a,jeme3a,جامعة,university,university,noun,base_word,Lebanese university word,high
457,jame3a,jeme3a,جامعة,university,university,noun,base_word,Lebanese university word,high
458,jameaa,jeme3a,جامعة,university,university,noun,base_word,Lebanese university word,high
459,madrase,madrase,مدرسة,school,university,noun,base_word,school word,high
460,madrasé,madrase,مدرسة,school,university,noun,base_word,school word,high
461,madraseh,madrase,مدرسة,school,university,noun,base_word,school word,high
462,madrasi,madrase,مدرسة,school,university,noun,base_word,school word,high
463,madrseh,madrase,مدرسة,school,university,noun,base_word,school word,high
464,emte7an,emte7an,إمتحان,exam,university,noun,base_word,common exam word,high
465,imti7an,emte7an,إمتحان,exam,university,noun,base_word,common exam word,high
466,imti7en,emte7an,إمتحان,exam,university,noun,base_word,common exam word,high
467,emti7an,emte7an,إمتحان,exam,university,noun,base_word,common exam word,high
468,imtihan,emte7an,إمتحان,exam,university,noun,base_word,common exam word,high
469,naja7t,naja7t,نجحت,I passed / succeeded,university,verb,conjugated_form,past tense,high
470,najaht,naja7t,نجحت,I passed / succeeded,university,verb,conjugated_form,past tense,high
471,nja7t,naja7t,نجحت,I passed / succeeded,university,verb,conjugated_form,past tense,high
472,naja7et,naja7t,نجحت,I passed / succeeded,university,verb,conjugated_form,past tense,high
473,nje7t,naja7t,نجحت,I passed / succeeded,university,verb,conjugated_form,past tense,high
474,mabsout,mabsout,مبسوط,happy,emotions,adjective,base_word,masculine or general casual,high
475,mabsoot,mabsout,مبسوط,happy,emotions,adjective,base_word,masculine or general casual,high
476,mabsuut,mabsout,مبسوط,happy,emotions,adjective,base_word,masculine or general casual,high
477,mabsut,mabsout,مبسوط,happy,emotions,adjective,base_word,masculine or general casual,high
478,mabsoout,mabsout,مبسوط,happy,emotions,adjective,base_word,masculine or general casual,high
479,z3len,z3len,زعلان,upset / sad,emotions,adjective,base_word,masculine/general emotional state,high
480,za3len,z3len,زعلان,upset / sad,emotions,adjective,base_word,masculine/general emotional state,high
481,zaalan,z3len,زعلان,upset / sad,emotions,adjective,base_word,masculine/general emotional state,high
482,za3lan,z3len,زعلان,upset / sad,emotions,adjective,base_word,masculine/general emotional state,high
483,z3lan,z3len,زعلان,upset / sad,emotions,adjective,base_word,masculine/general emotional state,high
484,metdaye2,metdaye2,متضايق,annoyed / bothered,emotions,adjective,base_word,common emotional state,high
